email,time_homework,time_lectures,module,time_homework_homework-01b,time_lectures_homework-01b,module_homework-01b,time_homework_homework-02,time_lectures_homework-02,module_homework-02,time_homework_homework-03,time_lectures_homework-03,module_homework-03,time_homework_homework-04,time_lectures_homework-04,module_homework-04,time_homework_homework-05,time_lectures_homework-05,module_homework-05,time_homework_homework-06,time_lectures_homework-06,module_homework-06,time_homework_homework-piperider,module_homework-piperider,time_evaluate,module_project-01-eval,time_project,module_project-01-submissions,time_evaluate_project-02-eval,module_project-02-eval,time_project_project-02-submissions,module_project-02-submissions,user_id
433c4bd2aa38eee61939ab1d78b6c6fd50fcdf04,6.0,2.0,homework-01a,1.0,1.0,homework-01b,1.0,3.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,254
436c7f1bef1b7ab7e32bede1018a84f696eda005,,,,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,255
43d04164b3bc06650a084046ff9da602c25c00e5,20.0,5.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
44397148e68540c914df9b5e8f43735607787932,1.0,3.0,homework-01a,1.0,1.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,257
4507279ed547b64b26d8ec3daf8f64edf697b802,1.0,4.0,homework-01a,0.0,0.0,homework-01b,4.0,2.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,258
450c65da15d33b17740fb5c6e0d24495ff6ddfb8,4.0,2.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259
4541eddbb24dba78255c8dfa2ca990c18eb2b500,1.0,2.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
4543aadd011e70770af76bdbbf799df4d6f34254,3.0,7.0,homework-01a,3.0,7.0,homework-01b,7.0,7.0,homework-02,5.0,5.0,homework-03,,,,,,,,,,,,,,,,,,,,261
454ec38eef4703419829a3694f0c3b0c781d7567,,,,,,,1.0,4.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,262
455ff55b6b2820d6d5c911b6a9f8920590f35d28,2.0,12.0,homework-01a,0.5,3.0,homework-01b,2.0,15.0,homework-02,2.0,5.0,homework-03,2.0,12.0,homework-04,2.0,15.0,homework-05,,,,,,,,,,0.25,project-02-eval,30.0,project-02-submissions,263
457dfdf2c274907063099debdadf19a6593e0f2d,3.0,8.0,homework-01a,3.0,8.0,homework-01b,,,,3.0,5.0,homework-03,3.0,8.0,homework-04,2.5,11.0,homework-05,4.0,10.0,homework-06,,,4.166666666666667,project-01-eval,25.0,project-01-submissions,,,,,264
45ba31016dbeea06140773d17dceee5ff076d3d3,1.0,2.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265
45d3b7599444b8ceafc5e6e194743ac7de55a668,6.0,4.0,homework-01a,,,,,,,3.0,1.0,homework-03,,,,,,,,,,,,,,,,,,,,266
464bb42908bd8bf8ba55450b57c85663c38c4d8a,1.5,7.0,homework-01a,0.0,0.0,homework-01b,3.0,4.0,homework-02,3.0,5.0,homework-03,2.0,3.0,homework-04,1.0,1.0,homework-05,2.0,5.0,homework-06,1.0,homework-piperider,0.26666666666666666,project-01-eval,4.0,project-01-submissions,,,,,267
465708514dda350bef7da4e0ed7fd62ebef5cf01,1.0,5.0,homework-01a,1.0,5.0,homework-01b,3.0,5.0,homework-02,2.0,2.0,homework-03,,,,,,,,,,,,,,,,,,,,268
4660afa5509ed29b3fcfd1759d2414707db3c260,2.0,12.0,homework-01a,2.0,12.0,homework-01b,3.0,4.0,homework-02,1.0,2.5,homework-03,2.0,6.0,homework-04,3.0,7.0,homework-05,1.0,4.0,homework-06,,,0.5,project-01-eval,20.0,project-01-submissions,,,,,269
469b60ac4e89b7f0906aaf4d411b76ae4f4015d5,3.0,5.0,homework-01a,3.0,5.0,homework-01b,5.0,30.0,homework-02,3.0,1.0,homework-03,5.0,5.0,homework-04,1.0,3.0,homework-05,,,,,,,,,,,,,,270
46d6fbbfde08d528cf8df6df77480106e09bcfdc,2.0,20.0,homework-01a,1.0,2.0,homework-01b,6.0,30.0,homework-02,5.0,20.0,homework-03,,,,,,,,,,,,,,,,,,,,271
476e655c61442721746c3bd11feb459ded551e7d,2.0,4.0,homework-01a,0.1,0.9,homework-01b,4.0,4.0,homework-02,4.0,1.0,homework-03,5.0,4.0,homework-04,,,,,,,,,,,,,,,,,272
47f827f73935cd832303898be1c318fbd3cb9d47,40.0,60.0,homework-01a,8.0,24.0,homework-01b,30.0,60.0,homework-02,12.0,48.0,homework-03,48.0,70.0,homework-04,48.0,96.0,homework-05,96.0,120.0,homework-06,,,19.666666666666668,project-01-eval,144.0,project-01-submissions,,,,,273
488647d7ec8f1e84bc5f039c1c2d5caaaa23f077,2.0,6.0,homework-01a,3.0,6.0,homework-01b,3.0,5.0,homework-02,2.0,3.0,homework-03,,,,,,,,,,,,,,,,,,,,274
48bad0381fcad97b793a42e2cacd4c8ffc74481d,,,,2.0,12.0,homework-01b,2.0,10.0,homework-02,4.0,6.0,homework-03,,,,,,,,,,,,,,,,1.3333333333333333,project-02-eval,60.0,project-02-submissions,275
48e6867f3a732716c50cd572b415dbb43d617fb8,6.0,5.0,homework-01a,,,,14.0,10.0,homework-02,11.0,6.0,homework-03,,,,,,,12.0,8.0,homework-06,,,6.0,project-01-eval,50.0,project-01-submissions,,,,,276
48f62cd5e22928f75b8abf2286e646b0c9f38b99,,,,,,,0.0,0.0,homework-02,,,,0.0,0.0,homework-04,,,,,,,,,,,,,1.0,project-02-eval,,project-02-submissions,277
4935ea5bcbc94d708a835e4e4b35a70c97ed6b1e,2.0,8.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,1.6666666666666667,project-02-eval,80.0,project-02-submissions,278
495826aa35c7ea19db53ac193436ea43ddd38fe0,1.0,3.0,homework-01a,1.0,1.0,homework-01b,4.0,3.0,homework-02,2.0,1.0,homework-03,2.0,3.0,homework-04,2.0,4.0,homework-05,,,,,,1.0,project-01-eval,15.0,project-01-submissions,,,,,279
4970e05c89d7119f28bf06048b30157e7f0d7ec4,1200.0,400.0,homework-01a,0.0,0.0,homework-01b,300.0,400.0,homework-02,300.0,400.0,homework-03,400.0,600.0,homework-04,300.0,400.0,homework-05,400.0,500.0,homework-06,,,,,,,,,,,280
49713319b5272be118ddf2cc15b5a095be73968d,6.0,4.0,homework-01a,3.0,5.0,homework-01b,10.0,2.0,homework-02,3.0,3.0,homework-03,7.0,4.0,homework-04,5.0,5.0,homework-05,1.0,10.0,homework-06,,,7.0,project-01-eval,80.0,project-01-submissions,,,,,281
49f7396811f208f8f79d6ed6b41348e0ccf11633,3.0,2.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282
4a1178341be823979d9223b156a1191cad306697,,,,,,,,,,,,,,,,,,,,,,,,,,,project-01-submissions,,,,,283
4a1f9cd04b37a4ae0e0b64994ca697b402351ba3,5.0,15.0,homework-01a,,,,6.0,20.0,homework-02,3.0,10.0,homework-03,48.0,15.0,homework-04,,,,,,,,,,,,,,,,,284
4a43663c1a4436acfa927aeac6df51bffa243bf9,2.0,3.0,homework-01a,1.0,10.0,homework-01b,5.0,6.0,homework-02,6.0,3.0,homework-03,15.0,5.0,homework-04,6.0,3.0,homework-05,8.0,3.0,homework-06,,,,,,,,,,,285
4a667848491c5c08f5badc76ea3ab7f1d937d4ee,3.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286
4a7ca09af1cda874b49a17c0be66f88e1c82bd82,2.0,10.0,homework-01a,3.0,4.0,homework-01b,5.0,12.0,homework-02,3.0,2.0,homework-03,6.0,12.0,homework-04,2.5,6.0,homework-05,8.0,7.0,homework-06,,,3.0,project-01-eval,46.0,project-01-submissions,,,,,287
4a7f9b3cc3f6c048a136c3537e7181bf88c68471,2.0,10.0,homework-01a,4.0,0.0,homework-01b,2.0,6.0,homework-02,6.0,7.0,homework-03,,,,,,,,,,,,,,,,,,,,288
4a9d3289533c719b4ea7d9c83feefc3d270cda5d,2.0,7.0,homework-01a,1.0,4.0,homework-01b,1.0,8.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,289
4ac7505211bd0b2572b66a8d92f58b1ac406950a,,,,,,,3.0,6.0,homework-02,8.0,4.0,homework-03,2.0,4.0,homework-04,2.0,6.0,homework-05,,,,,,,,12.0,project-01-submissions,4.0,project-02-eval,15.0,project-02-submissions,290
4adcfe7cf143dd2cd5a3c92d498af4897a310786,1.0,4.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291
4b587a604f42b856d1b4345533a44adb1b7ddd18,3.0,5.0,homework-01a,1.0,9.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,292
4bd7744f32d2e7a5fd51de0a713645a4dc2cca11,2.0,10.0,homework-01a,1.0,2.0,homework-01b,0.0,0.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,293
4c2e541a2b33f1ad3b235b1f42fe8f44b14b0cba,1.5,8.0,homework-01a,0.15,1.0,homework-01b,2.0,5.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,294
4c3a056cc6a212d13617260da611df7f696044b1,3.0,10.0,homework-01a,3.0,10.0,homework-01b,,,,0.0,0.0,homework-03,,,,,,,,,,,,,,,,,,,,295
4c4aa94203b9f6b810abbcb887c4d831f34e52c5,1.0,30.0,homework-01a,1.0,10.0,homework-01b,7.0,20.0,homework-02,2.0,10.0,homework-03,8.0,20.0,homework-04,7.0,20.0,homework-05,,,,2.0,homework-piperider,,,,,,,,,296
4c90a59a6602057dbf6cdf81da902bd2e8d51e12,3.0,2.0,homework-01a,1.0,2.0,homework-01b,3.0,3.0,homework-02,3.0,3.0,homework-03,,,,1.0,3.0,homework-05,3.0,5.0,homework-06,,,,,,,,,,,297
4c92ca332810290535817e8d75b4b4dbb93fa941,10.0,5.0,homework-01a,1.0,3.0,homework-01b,4.0,4.0,homework-02,2.0,2.0,homework-03,,,,3.0,2.0,homework-05,,,,,,3.0,project-01-eval,,project-01-submissions,,,,,298
4e8e3fdaed451a1b23dec3f78846d05b4ef1f403,2.0,3.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299
4e8e786651e86a90b0714611fe9094928dfdb95e,2.0,3.0,homework-01a,3.0,3.0,homework-01b,5.0,8.0,homework-02,5.0,5.0,homework-03,5.0,10.0,homework-04,3.0,15.0,homework-05,3.0,8.0,homework-06,,,,,,,,,,,300
4e9ca29f552b259a92a4733ef894ab424eeab319,3.0,6.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301
4eaac1bbb4c87e360047851b5bf10d49a641b9db,,,,,,,,,,,,,,,,,,,,,,,,,project-01-eval,,project-01-submissions,,,,,302
4eb4f5fcf989ee85b3f91f8b4b7aff8c5249cd0e,1.0,4.0,homework-01a,2.0,1.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,303
4eba0efae07cae9b472bd318f8da9762dbaea6b9,10.0,80.0,homework-01a,,,,30.0,20.0,homework-02,0.0,0.0,homework-03,,,,,,,,,,,,,,,,,,,,304
4f244418264c6fcb286322a935b757b8c213d531,1.0,10.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,305
4f5e25676f05ff35ace3fb554a3b95cb7c99c05c,2.0,6.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,0.5,project-01-eval,14.0,project-01-submissions,,,,,306
4fa3da0a26f2efae3f34f7624ca364fc551c4c9c,,,,,,,,,,,,,,,,,,,,,,,,0.9166666666666666,project-01-eval,120.0,project-01-submissions,,,,,307
50008d1825d4cc2717df9266437a0efacd21bbdb,1.0,4.0,homework-01a,30.0,1.0,homework-01b,2.0,8.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,308
50879db00419fc5c9c4570d2f71dc6bfc07973bb,2.0,3.0,homework-01a,1.0,2.0,homework-01b,,,,2.0,1.5,homework-03,1.0,3.0,homework-04,,,,,,,,,,,,,,,,,309
509f894cc754dcf219b344ec84e8e3e337469701,3.0,11.0,homework-01a,3.0,11.0,homework-01b,14.0,10.0,homework-02,6.0,4.0,homework-03,10.0,6.0,homework-04,6.0,8.0,homework-05,,,,,,1.3333333333333333,project-01-eval,24.0,project-01-submissions,,,,,310
510c636f6e171521b4221e3954299ae982311123,5.0,20.0,homework-01a,5.0,5.0,homework-01b,3.0,5.0,homework-02,3.0,1.0,homework-03,4.0,4.0,homework-04,2.0,5.0,homework-05,5.0,5.0,homework-06,,,1.5,project-01-eval,40.0,project-01-submissions,,,,,311
514e22b7a20d12a08e4a08fca04940d6bb65b78a,10.0,6.0,homework-01a,10.0,6.0,homework-01b,6.0,10.0,homework-02,5.0,3.0,homework-03,,,,,,,,,,,,,,,,2.3333333333333335,project-02-eval,50.0,project-02-submissions,312
516a70494a6be4102c3aea1f505b3159cf4881e9,2.0,5.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313
517c91c38ea82ea38addc3fd1de087f1065b152a,2.0,4.0,homework-01a,,,,4.0,6.0,homework-02,1.0,2.0,homework-03,1.0,5.0,homework-04,2.0,6.0,homework-05,2.0,8.0,homework-06,,,,,,,,,,,314
518f5794c5cb27f96db03d2dd5bf4c7c54b3533e,4.0,10.0,homework-01a,2.0,5.0,homework-01b,6.0,9.0,homework-02,,,,,,,2.0,12.0,homework-05,,,,,,,,,,,,,,315
51a193c28429ae06b0385e55a798cc5f4cfda4c4,1.0,2.0,homework-01a,2.0,4.0,homework-01b,4.0,3.0,homework-02,2.0,3.0,homework-03,,,,,,,,,,,,,,,,,,,,316
51bad45e51da4372d76107a6ba6f51c2b4f146b1,5.0,20.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,317
51bb171b62b5c883075c79e69c2534088bc01e3e,1.0,5.0,homework-01a,1.0,2.0,homework-01b,,,,1.0,2.0,homework-03,10.0,10.0,homework-04,,,,,,,,,,,,,,,,,318
51c6cd96591234fe52250e68087fe26bd818dad1,4.0,3.0,homework-01a,1.5,1.5,homework-01b,4.0,3.0,homework-02,2.0,2.0,homework-03,,,,,,,,,,,,,,,,,,,,319
522c44d1920b4a0f5cf735fbfe14493c832ec0a9,0.0,0.0,homework-01a,0.0,0.0,homework-01b,0.0,0.0,homework-02,0.0,0.0,homework-03,0.0,0.0,homework-04,0.0,0.0,homework-05,0.0,0.0,homework-06,,,,project-01-eval,,project-01-submissions,,,,,320
52b0f61ffdec0473ae3a36ceeead8e47c6579cab,1.0,3.0,homework-01a,0.25,2.25,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,321
5393aeeff1550d8c7db883a643921e1827712d08,10.0,4.0,homework-01a,6.0,2.0,homework-01b,4.0,3.0,homework-02,2.0,4.0,homework-03,4.0,4.0,homework-04,,,,1.0,4.0,homework-06,,,,,,,,,,,322
53b75b023c1293cf1b10261ff215568956864823,,,,,,,,,,,,,,,,,,,,,,,,0.5833333333333334,project-01-eval,40.0,project-01-submissions,,,,,323
53c474b490b120228bcff9094be6d109d9097f62,2.0,0.0,homework-01a,,,,,,,4.0,2.0,homework-03,1.5,6.0,homework-04,1.0,12.0,homework-05,,,,,,,,,,,,,,324
53e27d79890c2ef13d3f4152a7fe8f6de7f510da,2.0,7.0,homework-01a,3.0,7.0,homework-01b,7.0,5.0,homework-02,3.0,4.0,homework-03,4.0,5.0,homework-04,2.0,3.0,homework-05,,,,,,,,,,,,,,325
543007278d987f94d2204aad289473576fa87b2a,2.0,4.0,homework-01a,0.2,4.0,homework-01b,7.0,7.0,homework-02,4.0,3.0,homework-03,6.0,6.0,homework-04,1.0,2.0,homework-05,1.0,6.0,homework-06,0.5,homework-piperider,1.0,project-01-eval,30.0,project-01-submissions,,,,,326
5470b403dc89e8f9d76fbf3fd16a754ef1f0506c,0.5,2.0,homework-01a,10.0,1.0,homework-01b,3.0,3.0,homework-02,2.0,4.0,homework-03,3.0,6.0,homework-04,2.0,3.0,homework-05,,,,,,1.0,project-01-eval,40.0,project-01-submissions,,,,,327
54aefc24b77b3be74473c5e07e8191ab816c6efb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,project-02-submissions,328
55000c335ac9f64ceda669e5227544977d9282a2,3.0,8.0,homework-01a,,,,6.0,16.0,homework-02,2.0,4.0,homework-03,,,,,,,,,,,,,,,,,,,,329
552ed9b0a0a162923a8aa411c8ac82c4a55d7559,1.0,5.0,homework-01a,0.1,1.0,homework-01b,6.0,3.0,homework-02,3.0,2.0,homework-03,,,,,,,,,,,,,,,,0.20000000000000004,project-02-eval,24.0,project-02-submissions,330
554ffe7d7dd9b2f4ec3552b234dd5c4c9bf64db5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,project-02-eval,40.0,project-02-submissions,331
557bd9b2d44fec7a4e8b0855cb4560e28bd9d415,3.0,6.0,homework-01a,1.0,2.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,332
55c6e6d42b9b157a7f412248df85e73a6d38ebc0,,,,,,,,,,,,,,,,,,,,,,,,2.3333333333333335,project-01-eval,,project-01-submissions,,,,,333
561cb943ed26c64b061438601367b86e1628e214,3.0,2.0,homework-01a,1.0,2.0,homework-01b,12.0,4.0,homework-02,4.0,1.0,homework-03,,,,1.0,2.0,homework-05,,,,,,,,,,,,,,334
56456057dd2bdd3070e60e283b43b8ac28b3bc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,project-02-eval,30.0,project-02-submissions,335
566453ee8939407325e96bddb9ba5f8f731fcff4,2.0,6.0,homework-01a,1.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,336
56baafe32e19d29f787f1d27c94452c77c57adda,1.0,3.0,homework-01a,0.0,0.0,homework-01b,,,,2.0,5.0,homework-03,,,,,,,,,,,,,,,,,,,,337
56d778b9d30fb7f235a580b7f9e2b418573f2582,0.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338
57dd4fe6e11af94f7ecc945735ce70a7e9cbe581,0.0,0.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,339
57e5bc961c031a008f91890c9aae63cdcad31e98,2.0,3.0,homework-01a,1.0,1.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,340
590543951dd9b8103a7392f28f0b0d435a518c12,3.0,15.0,homework-01a,0.5,1.0,homework-01b,4.0,7.0,homework-02,0.5,1.5,homework-03,5.0,11.0,homework-04,2.0,12.0,homework-05,4.0,14.0,homework-06,,homework-piperider,1.0,project-01-eval,15.0,project-01-submissions,,,,,341
590ac4af1c7e3a1bb7a358bb2d35f74e2821d316,0.5,4.5,homework-01a,0.1,1.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,342
5933a3a2507f585c1ac0711fcf3a17e55c70df6f,3.0,5.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343
59407b2b852461e0f67d7b8e675c20437a2961c8,3.0,15.0,homework-01a,0.0,3.0,homework-01b,8.0,5.0,homework-02,1.0,2.0,homework-03,,,,,,,,,,,,0.5,project-01-eval,100.0,project-01-submissions,,,,,344
597b59b774cf545cf9322420b82166cc66494b46,2.0,24.0,homework-01a,1.0,6.0,homework-01b,4.0,8.0,homework-02,2.0,6.0,homework-03,1.0,12.0,homework-04,1.0,24.0,homework-05,,,,,,2.3333333333333335,project-01-eval,72.0,project-01-submissions,,,,,345
59a745741643d6c6f7bdb7317235824f43c399d6,2.0,4.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346
5a54e03d8b63fe46f75c67d7a3d9bad2f035259b,0.0,0.0,homework-01a,0.0,0.0,homework-01b,5.0,3.0,homework-02,3.0,3.0,homework-03,3.0,2.0,homework-04,,,,,,,,,,,,,,,,,347
5a745a4f421c4a413e9f19cc54c068367753863d,2.0,9.0,homework-01a,0.2,3.0,homework-01b,5.0,10.0,homework-02,3.0,4.0,homework-03,0.0,0.0,homework-04,1.0,6.0,homework-05,1.0,7.0,homework-06,,,,,,,2.3333333333333335,project-02-eval,40.0,project-02-submissions,348
5a8f1edd00bb7bc271a78356bd8092b76fb38162,0.0,0.0,homework-01a,1.0,0.0,homework-01b,0.0,0.0,homework-02,3.0,0.0,homework-03,,,,0.0,0.0,homework-05,,,,,,,,,,0.5,project-02-eval,,project-02-submissions,349
5b901659d165adbeacf302cff22e21d00a29bccf,2.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350
5ba7a0976a87e81fbd959a363a62d587871572dc,2.5,4.0,homework-01a,,,,12.0,3.0,homework-02,1.0,1.0,homework-03,,,,,,,,,,,,,,,,,,,,351
5c167fd13d4290c77f65004ed09797fc77cacf22,1.0,4.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352
5c6de64d7710d70bed0a02aec33c37ca93dca6ef,5.0,10.0,homework-01a,1.0,3.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,353
5c8d4b058ee37c3bf10fa9696772cae7576a1e5e,,,,,,,8.0,12.0,homework-02,1.0,2.0,homework-03,5.0,10.0,homework-04,8.0,8.0,homework-05,0.0,0.0,homework-06,,,,,,,,project-02-eval,20.0,project-02-submissions,354
5c9a67b8cad881bcd73d668e6702ab64f04fb556,0.0,0.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,355
5cda4007dc986b8f5faab5bbf6696e166a954977,3.0,4.0,homework-01a,1.0,1.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,356
5cfaa4600f70e875c179e6d11ea9f23d350178d6,2.0,5.0,homework-01a,2.0,6.0,homework-01b,5.0,4.0,homework-02,2.0,4.0,homework-03,4.0,4.0,homework-04,4.0,2.0,homework-05,,,,,,1.0,project-01-eval,20.0,project-01-submissions,,,,,357
5d5c304bd4e56b43814a7fcb255853f1e24ba545,72.0,96.0,homework-01a,,,,,,,6.0,12.0,homework-03,24.0,20.0,homework-04,,,,,,,,,,,,,,,,,358
5e148610087d1b58bb2c8b9ed32f1756fc7fbb1c,0.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359
5e2b4dc55c7de7e01fb2e42dd20529cb81848bd1,10.0,4.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360
5e3e8279548f8e7e5aaca03b269e37503ed8c72f,0.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361
5e6fe2a303e9354454e300ea3bcc349e1425de89,3.0,35.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362
5e8d263a531bf14fe2c37e2489c62232ea4ca151,,,,,,,2.0,3.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,363
5ef52f4a9a850e842ebe1233f5ffd38bc21f4085,3.0,10.0,homework-01a,3.0,10.0,homework-01b,7.0,7.0,homework-02,3.0,5.0,homework-03,5.0,10.0,homework-04,2.0,15.0,homework-05,1.0,10.0,homework-06,,,4.0,project-01-eval,40.0,project-01-submissions,,,,,364
5f1161cfce64da984dff80cecc4fee321eb1a915,1000000.0,1000000.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365
5f57282a13748b0361d97446446567e67031aecc,1.0,6.0,homework-01a,1.0,3.0,homework-01b,4.0,6.0,homework-02,2.0,2.0,homework-03,2.0,8.0,homework-04,2.0,8.0,homework-05,15.0,10.0,homework-06,,,,,,,3.6666666666666665,project-02-eval,,project-02-submissions,366
61cbd43fc34caf84b434a7f6beddedbf9290601c,0.0,0.0,homework-01a,,,,0.0,0.0,homework-02,0.0,0.0,homework-03,0.0,0.0,homework-04,0.0,0.0,homework-05,0.0,0.0,homework-06,,,,project-01-eval,,project-01-submissions,,project-02-eval,,project-02-submissions,367
6201d74f72747ba484307fcb50b4d315168adc01,1.0,8.0,homework-01a,0.5,1.0,homework-01b,3.0,4.0,homework-02,1.0,2.0,homework-03,4.0,3.0,homework-04,2.0,6.0,homework-05,,,,,,0.5,project-01-eval,40.0,project-01-submissions,,,,,368
6249e2abdeed42050cf00f516cd690a65755454c,2.0,5.0,homework-01a,1.0,2.0,homework-01b,5.0,2.0,homework-02,5.0,3.0,homework-03,,,,2.0,6.0,homework-05,5.0,6.0,homework-06,,,,,,,,,,,369
62e8bc0f40e0c1b576d64a680df8f74484ae3c7f,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,project-01-eval,60.0,project-01-submissions,,,,,370
62eed4b3f31a8da230b1c06e3161cb7b2bec69cc,3.0,10.0,homework-01a,4.0,4.0,homework-01b,4.0,10.0,homework-02,2.0,2.0,homework-03,,,,,,,,,,,,,,,,,,,,371
63758218975ba9ee42ef4a079d294f9b476c83bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.333333333333334,project-02-eval,10.0,project-02-submissions,372
638cd1767094a81783e380cf6c8271b3e6e63854,3.0,3.0,homework-01a,1.0,2.0,homework-01b,8.0,4.0,homework-02,2.0,2.0,homework-03,10.0,4.0,homework-04,4.0,2.0,homework-05,0.5,5.0,homework-06,,,,,,,0.5,project-02-eval,20.0,project-02-submissions,373
63b34a8a3337049e137eff072aa9c6a9b46c8b03,4.0,15.0,homework-01a,1.0,2.0,homework-01b,10.0,5.0,homework-02,4.0,10.0,homework-03,10.0,10.0,homework-04,2.0,10.0,homework-05,,,,,,,,,,,,,,374
63d4a5340708df7796a015c2a89a075c839012df,0.5,8.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
63db22dd78b3e9f87a8a2dfe53980f58a85aea28,2.0,5.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
648e647737e31bd39b7b2609c6d0034ea88c05b4,8.0,5.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377
64a30ed866a1285bac10877e73c65fa2c4b9d71a,0.0,0.0,homework-01a,0.0,0.0,homework-01b,2.0,6.0,homework-02,2.0,6.0,homework-03,,,,,,,,,,,,,,,,,,,,378
6602fd6ab24424212f67a1b1e6c093aa72597027,1.0,7.0,homework-01a,1.0,6.0,homework-01b,3.0,6.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,379
6624d8cf00b4220ed166de2ea0e813c4456eaf5c,4.0,4.0,homework-01a,4.0,4.0,homework-01b,5.0,3.0,homework-02,4.0,4.0,homework-03,4.0,4.0,homework-04,6.0,4.0,homework-05,4.0,5.0,homework-06,,,1.3333333333333333,project-01-eval,16.0,project-01-submissions,,,,,380
662afe8c2975075a5fde381b700d3498cc014fec,2.0,12.0,homework-01a,2.0,12.0,homework-01b,10.0,5.0,homework-02,2.0,5.0,homework-03,3.0,10.0,homework-04,,,,,,,1.0,homework-piperider,,,,,2.0,project-02-eval,300.0,project-02-submissions,381
668be42a09d938548b78a99fb6f6ba9877886efc,3.0,10.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382
66d91539ba84ab07e4cf1a81c44c85550b2345eb,,,,,,,,,,,,,4.0,2.0,homework-04,2.0,6.0,homework-05,,,,,,,,,,,,,,383
67ac38ba1d8042bf00156cc739757b5429d96867,2.0,1.0,homework-01a,1.0,1.0,homework-01b,4.0,8.0,homework-02,1.0,3.0,homework-03,1.0,10.0,homework-04,1.5,9.0,homework-05,20.0,30.0,homework-06,,,,,,,,,,,384
682d7e438498b0253281eaa713b4c0d3370755d4,3.0,3.0,homework-01a,5.0,5.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,385
6898e43408a65a1cc40f63a5a583b225d0aae412,2.0,10.0,homework-01a,0.5,4.0,homework-01b,,,,2.0,10.0,homework-03,2.0,15.0,homework-04,,,,,,,,,,,,,,,,,386
