email,time_homework,time_lectures,module,time_homework_homework-01b,time_lectures_homework-01b,module_homework-01b,time_homework_homework-02,time_lectures_homework-02,module_homework-02,time_homework_homework-03,time_lectures_homework-03,module_homework-03,time_homework_homework-04,time_lectures_homework-04,module_homework-04,time_homework_homework-05,time_lectures_homework-05,module_homework-05,time_homework_homework-06,time_lectures_homework-06,module_homework-06,time_homework_homework-piperider,module_homework-piperider,time_evaluate,module_project-01-eval,time_project,module_project-01-submissions,time_evaluate_project-02-eval,module_project-02-eval,time_project_project-02-submissions,module_project-02-submissions,user_id
1dbd2d9751d7f9eba76e30e24edd5189f22a3076,2.0,4.0,homework-01a,2.0,4.0,homework-01b,4.0,4.0,homework-02,4.0,2.0,homework-03,2.0,4.0,homework-04,3.0,5.0,homework-05,2.0,6.0,homework-06,,,,,,,,,,,116
1dd2585928f6a715b1fba10aaf8531b0886244a0,47.0,8.0,homework-01a,47.0,8.0,homework-01b,45.0,26.0,homework-02,50.0,10.0,homework-03,,,,49.0,34.0,homework-05,,,,,,,,,,,,,,117
1df81590ee62827fb06cbf1925ea47828efe16fb,5.0,5.0,homework-01a,3.0,3.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,118
1e096790e8e5a87f51a6e98482ba5d04b615b828,1.5,8.0,homework-01a,0.5,1.0,homework-01b,,,,2.0,2.0,homework-03,,,,2.5,20.0,homework-05,,,,,,,,,,,project-02-eval,120.0,project-02-submissions,119
1e3461bf674b685a6164debbd59ef18c5df8e49b,2.0,10.0,homework-01a,1.0,2.0,homework-01b,2.0,6.0,homework-02,2.0,3.0,homework-03,2.0,5.0,homework-04,1.0,8.0,homework-05,4.0,8.0,homework-06,1.0,homework-piperider,2.0,project-01-eval,45.0,project-01-submissions,,,,,120
1e601d610e6744b27663649d27ef1b5c43b5bdba,5.0,15.0,homework-01a,,,,6.0,0.0,homework-02,2.0,6.0,homework-03,5.0,10.0,homework-04,3.0,10.0,homework-05,5.0,5.0,homework-06,,,,,,,0.6666666666666666,project-02-eval,15.0,project-02-submissions,121
1e637ffa1a0673e9de2602ae82fccb568366ed35,0.0,0.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,122
1ea060b226da510a5cd309346b9005e332f16874,0.0,0.0,homework-01a,0.0,0.0,homework-01b,0.0,0.0,homework-02,0.0,0.0,homework-03,0.0,0.0,homework-04,0.0,0.0,homework-05,,,,,,,,,,,,,,123
1ee891e518786e52f8523c030baa7c6fee847d39,1.0,3.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,124
1f16d854f6f21b8335d4fd7d6533869afee481f2,7.0,10.0,homework-01a,2.0,5.0,homework-01b,6.0,11.0,homework-02,8.0,10.0,homework-03,0.0,0.0,homework-04,7.0,9.0,homework-05,5.0,12.0,homework-06,,,,,,,,,,,125
1f23c4a93a28c4433b6432d90181ac14a56a59bd,4.0,6.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
1f9c4c262b9fa8c4d3d1250f24ccabeff5fe4078,0.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127
1fb24023e9146b88122ca09d99685b1e1e406469,,,,,,,,,,,,,,,,,,,,,,,,1.0,project-01-eval,72.0,project-01-submissions,,,,,128
1fdd70ec7d764000cffedd0441889b78eb92f0f2,0.0,0.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,129
2044e02044d00cc46528eda16bb3c6ad35527cfb,,,,,,,,,,4.0,4.0,homework-03,,,,,,,,,,,,,,,,,,,,130
206ebc86853fe29a8baf4d45211126a681e472de,8.0,8.0,homework-01a,2.0,2.0,homework-01b,6.0,8.0,homework-02,2.0,6.0,homework-03,4.0,8.0,homework-04,,,,,,,,,,,,,,,,,131
2186c086c18b8416280adce82a9c79d03e3179c6,6.0,4.0,homework-01a,1.0,1.0,homework-01b,8.0,8.0,homework-02,0.0,0.0,homework-03,5.0,7.0,homework-04,6.0,6.0,homework-05,0.0,0.0,homework-06,,,,,,,,,,,132
21ad091daf2083b66258f49181458e1c6ffd1a79,2.0,15.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133
2202db73131710378542af90a6112ed252177c75,12.0,12.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134
223489d84eb5cecfeede93c27cfcd4bc1ce8b22a,2.0,2.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135
22ae119c347e27debdffa404f076a9a50f0f1ae2,1.0,2.5,homework-01a,1.0,2.5,homework-01b,1.5,3.0,homework-02,1.5,2.0,homework-03,2.5,3.0,homework-04,1.0,3.5,homework-05,2.0,4.0,homework-06,,,,,,,,,,,136
22ef9936545e6674f30ea9162773a50c1d75cd2a,1.0,20.0,homework-01a,1.0,20.0,homework-01b,3.0,12.0,homework-02,2.0,10.0,homework-03,4.0,20.0,homework-04,3.0,20.0,homework-05,5.0,20.0,homework-06,,,,,,,1.0,project-02-eval,60.0,project-02-submissions,137
22f56477189a081d4e9e076bf57924a1453e981b,5.6,8.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138
2379d66898359dbb2d0d617e32c63d4b3970f8bd,0.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139
23b73427df1cfb04e4891107cdcf17b8fa335578,2.0,14.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140
25bdcf0b8fda2d2f59766156a17fc7c5b8a4ef72,1.0,1.0,homework-01a,0.25,1.0,homework-01b,4.0,2.0,homework-02,1.0,0.5,homework-03,2.0,1.0,homework-04,1.0,0.0,homework-05,1.0,1.0,homework-06,1.0,homework-piperider,1.6666666666666667,project-01-eval,40.0,project-01-submissions,,,,,141
260f2b379ddfc6e8c9de42633c2da685ceef9416,1.45,40.0,homework-01a,,,,28.0,3.0,homework-02,1.0,10.0,homework-03,3.0,20.0,homework-04,,,,,,,,,,,,,,,,,142
2658cc5460c7b017c575b97b87319383650c7c20,2.0,10.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,143
26cda6a6f72856fac827905bdb6484174e57aa57,2.0,8.0,homework-01a,2.0,8.0,homework-01b,3.0,4.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,144
26e85d1ce37c23f34af2833298ab8a66a77bd72d,0.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145
26f63e05affd161b0259899c62d47b3f292dad23,,,,3.0,10.0,homework-01b,,,,3.0,3.0,homework-03,,,,1.0,10.0,homework-05,,,,,,,,,,,,,,146
27602eb7c3c2e68b6cf564a65677464be901fe89,2.0,5.0,homework-01a,2.0,5.0,homework-01b,20.0,3.0,homework-02,2.0,1.5,homework-03,1.0,15.0,homework-04,1.0,10.0,homework-05,2.0,20.0,homework-06,,,,,,,,,,,147
27757b7ddcb570273efecfe7b76ec34b268a775b,7.0,10.0,homework-01a,1.0,5.0,homework-01b,5.0,10.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,148
2783ff82b5f6e7ed57964403948b53c028d3898c,,,,,,,,,,,,,,,,,,,,,,,,,project-01-eval,14.0,project-01-submissions,,,,,149
27c9f68a64f7a8af39c015cab2fdda59c078bd95,2.0,8.0,homework-01a,1.0,3.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,150
27de3adde9d5721bf9609ed247f9b5b1dcbd5b71,8.0,4.0,homework-01a,2.0,2.0,homework-01b,10.0,8.0,homework-02,8.0,2.0,homework-03,20.0,8.0,homework-04,6.0,4.0,homework-05,,,,,,,,,,,,,,151
280d081d6cc36d735fab099f0767632e5ca70621,4.0,6.0,homework-01a,3.0,6.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,152
281186884d2136327c5aa115c80e8687cf6b1106,3.5,3.5,homework-01a,1.0,2.0,homework-01b,6.0,20.0,homework-02,6.0,10.0,homework-03,5.0,20.0,homework-04,3.0,10.0,homework-05,5.0,10.0,homework-06,,,1.0,project-01-eval,40.0,project-01-submissions,,,,,153
281948b55b947612323aac27f531c0cf14722595,2.0,36.0,homework-01a,5.0,30.0,homework-01b,4.0,3.0,homework-02,2.0,3.0,homework-03,1.0,4.0,homework-04,2.0,6.0,homework-05,2.0,3.0,homework-06,,,1.6666666666666667,project-01-eval,40.0,project-01-submissions,,,,,154
283b2e4bdc88ec4137cdbb401a8b55fb06653d5e,3.0,5.0,homework-01a,0.5,4.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,155
289728934ceca9e57846e6d780827c7bd7a1e2c1,1.0,2.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
28ebf7ec6e02e29d1ce86d22aa04d37b125fb322,1.0,3.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157
2998ec0d353aa6bd8b098103896885f640895143,0.0,0.0,homework-01a,1.0,2.0,homework-01b,0.0,0.0,homework-02,,,,,,,2.0,0.0,homework-05,,,,,,,,,,2.3333333333333335,project-02-eval,50.0,project-02-submissions,158
2a25d21639e37bf6789ba43a7c99844e338c1b27,1.0,7.0,homework-01a,0.5,6.0,homework-01b,3.0,4.5,homework-02,1.0,2.0,homework-03,1.0,8.0,homework-04,0.0,0.0,homework-05,,,,,,,,,,,,,,159
2a270313900035db2a2445bc07702ac0b299e015,2.0,5.0,homework-01a,2.0,5.0,homework-01b,5.0,5.0,homework-02,3.0,2.0,homework-03,5.0,2.0,homework-04,3.0,5.0,homework-05,,,,,,,,,,,,,,160
2a2d998f2d64a10313383f86b6ac988b07bff778,2.0,5.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161
2a41adb0771203619090015bad4436fa313c54b8,6.0,2.0,homework-01a,3.0,2.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,162
2a45e98441c7d99d454d24a72bf058b2c1dd4d62,6.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163
2a6379e4c796a6bfb864c7983a3458eb89066e78,4.0,3.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,164
2b639ada8c73af65aa668456e6b03a55481eb3e8,2.0,4.0,homework-01a,2.0,3.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,165
2bcf692512146f5bf24e592f1bde1a507ae7b486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project-02-eval,,project-02-submissions,166
2c16ada6ced408664242c0482d664131a3439b29,0.5,8.0,homework-01a,1.0,3.0,homework-01b,3.0,10.0,homework-02,1.0,3.0,homework-03,2.0,7.0,homework-04,1.0,4.0,homework-05,1.0,3.0,homework-06,1.0,homework-piperider,,,,,3.0,project-02-eval,60.0,project-02-submissions,167
2c347625c30818c21c123f350085fede3dc6a087,2.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
2c54ca5037f4dd9f35b0d93ae3465866b2c800b3,5.0,3.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169
2cb14fad18e9edb2c72da72813f02f3f60c64487,1.0,30.0,homework-01a,0.0,0.0,homework-01b,0.0,0.0,homework-02,0.0,0.0,homework-03,,,,,,,,,,,,,,,,,,,,170
2cbc8799b438b91a5be9ec3ca25483ba70f9ee92,8.0,32.0,homework-01a,1.0,5.0,homework-01b,16.0,20.0,homework-02,4.0,10.0,homework-03,30.0,12.0,homework-04,9.0,24.0,homework-05,6.0,33.0,homework-06,,,,,,,1.0,project-02-eval,50.0,project-02-submissions,171
2cd6fdce2803668847c188ebdd5d492e02900abb,10.0,10.0,homework-01a,10.0,20.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,172
2d3ff577f9f618b1a9b5e55dba95abea1d0a55fc,24.0,56.0,homework-01a,7.0,10.0,homework-01b,24.0,54.0,homework-02,13.0,46.0,homework-03,12.0,56.0,homework-04,25.0,57.0,homework-05,,,,,,,,,,16.5,project-02-eval,560.0,project-02-submissions,173
2d4850881139a98d5d38cde53b67bac2cfd19ad8,,,,,,,3.0,5.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,174
2dbae7c022764951841be829e572c42f2311d185,2.0,10.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175
2e1553b2befcc2b4b24c1c06d9b311d8d6ea7cf8,1.5,8.0,homework-01a,0.0,0.0,homework-01b,4.0,10.0,homework-02,6.0,6.0,homework-03,1.0,5.0,homework-04,1.0,4.0,homework-05,,,,,,,,,,,,,,176
2eb8c5ec471534e7e92510aba2d891037c41f426,1.0,5.0,homework-01a,0.5,5.0,homework-01b,2.0,5.0,homework-02,1.0,4.0,homework-03,,,,,,,,,,,,1.3333333333333333,project-01-eval,10.0,project-01-submissions,,,,,177
2ec2e0f9764bcf5f3be9e1f22ce9c8b57e007cb0,3.0,5.0,homework-01a,7.0,5.0,homework-01b,3.0,5.0,homework-02,5.0,3.0,homework-03,3.0,6.0,homework-04,4.0,4.0,homework-05,2.0,6.0,homework-06,,,,,,,1.0,project-02-eval,20.0,project-02-submissions,178
2ff16f4c5c030b53f09ea74c33c5727f2101a906,3.0,4.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179
325b08ac8245c707444c04e4bdb9bdcda04a425f,1.0,6.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,180
32779e2bb390e8353a4169bdde096b705d19f167,,,,,,,2.0,5.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,181
327a853f575f017c0e39b1cd4373dd7079400072,2.0,5.0,homework-01a,0.1,5.0,homework-01b,3.0,8.0,homework-02,2.0,8.0,homework-03,4.0,8.0,homework-04,0.0,0.0,homework-05,0.0,0.0,homework-06,,,,,,,0.5,project-02-eval,,project-02-submissions,182
32b0665cd44eb024106a2a4d40fb3fe75b33d2f3,2.5,4.5,homework-01a,0.5,1.0,homework-01b,6.0,3.0,homework-02,6.5,0.7,homework-03,6.0,2.0,homework-04,1.5,3.0,homework-05,3.0,5.0,homework-06,,,,,,,,,,,183
331c1cebf7a706aad1e647e2600679f90ce5eaee,4.0,10.0,homework-01a,4.0,10.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,184
339eec77e24b3257d7b413cfebc8c06dc2e3792b,2.0,5.0,homework-01a,1.0,3.0,homework-01b,5.0,7.0,homework-02,3.0,3.0,homework-03,,,,,,,,,,,,,,,,,,,,185
33f7a39eb25a3de85395cebe916e94cb3668dfa0,4.0,3.0,homework-01a,,,,4.0,3.0,homework-02,,,,6.0,6.0,homework-04,,,,,,,6.0,homework-piperider,,,,,,,,,186
340ed08e610a57ce10e8c1dc045038382c2af13f,5.0,20.0,homework-01a,1.0,0.0,homework-01b,6.0,20.0,homework-02,6.0,4.0,homework-03,10.0,10.0,homework-04,2.0,10.0,homework-05,2.0,10.0,homework-06,,,,,,,,,,,187
344586d3e0031c4da33bbf1d17ce4ebc8cf5fe6d,3.0,4.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188
344a026046ff67cbc22a14e986e1bdb589b49631,4.0,10.0,homework-01a,4.0,10.0,homework-01b,5.0,10.0,homework-02,8.0,10.0,homework-03,7.0,14.0,homework-04,0.0,0.0,homework-05,0.0,0.0,homework-06,,,,project-01-eval,32.0,project-01-submissions,,,,,189
34521e3785d6937df3622514a2eb12fe50087f0c,,,,,,,,,,,,,,,,,,,,,,,,1.0,project-01-eval,300.0,project-01-submissions,,,,,190
3468627b19d95cce6e99467ce5d70f079e88c635,2.0,8.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
3479431288d7fcc7c70d1d810c0a0404caf39aa3,4.0,10.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192
34b174d14b0e39a0aeed21e20c5a0f18ce94f6c3,3.0,2.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
3558012179046ede764635651f54f423678c70da,3.0,10.0,homework-01a,2.0,10.0,homework-01b,5.0,20.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,194
3649b6dfb993c5d1c6c5937b39869d9530388c98,10.0,30.0,homework-01a,,,,20.0,30.0,homework-02,10.0,10.0,homework-03,3.0,27.0,homework-04,15.0,10.0,homework-05,20.0,10.0,homework-06,10.0,homework-piperider,8.666666666666666,project-01-eval,100.0,project-01-submissions,,,,,195
36743a6d5b698a4718d8288edd27efdbe6362b5e,4.0,5.0,homework-01a,1.0,3.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,196
36a7a8e3ca324f4cef53376d5976bcafd3ccca50,0.5,5.0,homework-01a,0.5,2.0,homework-01b,5.0,5.0,homework-02,3.0,3.0,homework-03,3.0,10.0,homework-04,4.0,15.0,homework-05,20.0,15.0,homework-06,,,,,,,,,,,197
3700fad98d9f06f670eb7c3514051c61757e7ce5,1.0,4.0,homework-01a,1.0,1.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,198
3741176514f5d79af40bd1e11a64669bc996223a,1.0,5.0,homework-01a,1.0,5.0,homework-01b,3.0,10.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,199
3784ef54002d3f907b2df646273e25c02be9f61a,1.5,4.0,homework-01a,,,,,,,,,,,,,,,,,,,,,0.6333333333333333,project-01-eval,24.0,project-01-submissions,,,,,200
37d9e4fdef3ae71bb6a54695d7b3b40e18976ed5,10.0,6.0,homework-01a,4.0,3.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,201
382b1501a4458975e187793ca10c4c2e43dc5801,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6666666666666665,project-02-eval,60.0,project-02-submissions,202
38a3f5f84af0392121d6c0de18b6cec2dd2c13fa,4.0,1.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203
38f51c7f2121d5806089bc10d4f5009783891242,1.5,12.0,homework-01a,2.0,2.0,homework-01b,5.0,4.0,homework-02,5.0,2.0,homework-03,,,,,,,,,,,,,,,,,,,,204
391c005c8195148162a2c034623c12a257f83644,4.0,2.0,homework-01a,0.2,2.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,205
39259b1cb32fbd314de0053c4e9f3b4753f38c9e,8.0,30.0,homework-01a,1.0,16.0,homework-01b,10.0,32.0,homework-02,3.0,10.0,homework-03,4.0,8.0,homework-04,1.0,7.0,homework-05,1.0,8.0,homework-06,,,0.25,project-01-eval,20.0,project-01-submissions,,,,,206
394ae5d30a57b57cfa3d7454aef68102bbef8d46,4.0,3.0,homework-01a,1.0,3.0,homework-01b,4.0,15.0,homework-02,2.0,4.0,homework-03,4.0,8.0,homework-04,3.0,5.0,homework-05,4.0,6.0,homework-06,,,,,,,,,,,207
3a3c619156c66a228787a35e14622d8c02b66871,6.0,8.0,homework-01a,10.0,8.0,homework-01b,10.0,14.0,homework-02,5.0,3.0,homework-03,,,,,,,,,,,,,,,,,,,,208
3a3cd7866a7e6da9298f68479d13c9c817a30d4c,2.0,8.0,homework-01a,2.0,8.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,209
3a5042bbaefa1d2ec1539ace5f7d12614d41977c,,,,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,210
3a86166e389dc95d85e51f7128905f960acc3fed,5.0,15.0,homework-01a,2.0,2.0,homework-01b,6.0,4.0,homework-02,4.0,4.0,homework-03,4.0,5.0,homework-04,5.0,4.0,homework-05,5.0,5.0,homework-06,,,1.8333333333333333,project-01-eval,40.0,project-01-submissions,,,,,211
3aa94c33cbe7fa6b65a2eba5b222789670d11564,,,,,,,2.0,3.0,homework-02,1.0,1.0,homework-03,,,,,,,,,,,,,,,,,,,,212
3aafbe9b6b432d29a1e5b60b160711f1a1904156,3.0,15.0,homework-01a,0.0,0.0,homework-01b,4.0,8.0,homework-02,3.0,1.0,homework-03,,,,,,,,,,,,,,,,,,,,213
3ac39bf51072caa69cc036304ba937dafef5066f,1.0,15.0,homework-01a,1.0,5.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,214
3b0bd39329e71bcbffae72083b0c3752232a832c,1.0,5.0,homework-01a,0.1,2.0,homework-01b,2.0,6.5,homework-02,2.0,2.0,homework-03,2.0,3.0,homework-04,2.0,5.0,homework-05,2.0,4.0,homework-06,,,,,,,1.0,project-02-eval,10.0,project-02-submissions,215
3b1fb20dfaa32bb61ce541791a606da4f15a58c6,0.0,0.0,homework-01a,,,,,,,0.0,0.0,homework-03,,,,0.0,0.0,homework-05,,,,,,,project-01-eval,,project-01-submissions,,,,,216
3b6e09d9d3a82a7974074aa926a4ba07721b8a12,10.0,8.0,homework-01a,0.0,0.0,homework-01b,0.0,0.0,homework-02,8.0,10.0,homework-03,0.0,0.0,homework-04,,,,,,,,,,,,,,project-02-eval,80.0,project-02-submissions,217
3b7479af006bc776a95de3dca470e99bf4e5ad11,2.0,5.0,homework-01a,0.5,1.0,homework-01b,2.0,12.0,homework-02,2.0,6.0,homework-03,2.0,4.0,homework-04,6.0,10.0,homework-05,20.0,10.0,homework-06,,,,,,,,,,,218
3b815a944ebfe5f7896664d557fbf8bbd573fede,1.5,12.0,homework-01a,0.0,0.0,homework-01b,0.0,0.0,homework-02,0.0,0.0,homework-03,0.0,0.0,homework-04,0.0,0.0,homework-05,0.0,0.0,homework-06,,,,project-01-eval,,project-01-submissions,,,,,219
3bd086328caabe3fb96e1d7fe923aab5214b81be,10.0,5.0,homework-01a,4.0,5.0,homework-01b,10.0,4.0,homework-02,5.0,10.0,homework-03,,,,,,,,,,,,,,,,,,,,220
3bec71ae77926d200c0b224d3b1c47866e4ad0e5,3.0,20.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221
3befc5dc5ec2dbf3699dfd5a86cb47edfa7075a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project-02-eval,,project-02-submissions,222
3c7bb6050b62c0552568ee4b3144221f2db76146,3.0,1.0,homework-01a,2.0,1.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,223
3c9aa2938480650ebbc300f14e0d20bed2ee1fd0,1.0,6.0,homework-01a,1.0,6.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,224
3cc438e2cdc58f89e643739e94d3f50c8d25fcf3,3.0,12.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225
3cfbea669dbfb28b7cf1c9e9b161cba29bf01951,3.0,10.0,homework-01a,3.0,10.0,homework-01b,4.0,6.0,homework-02,3.0,5.0,homework-03,3.0,5.0,homework-04,3.0,4.0,homework-05,6.0,6.0,homework-06,,,,,,,1.0,project-02-eval,3.0,project-02-submissions,226
3d41caf7986931cbd575238ea6a92cbfa5a7af75,1.0,9.0,homework-01a,0.1,2.5,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,227
3d464535850fa9b8876365b9e476524b5567a655,5.0,12.0,homework-01a,,,,,,,1.0,8.0,homework-03,,,,,,,,,,,,,,,,,,,,228
3dbfa8cd5ae70285448935cb8482caab021ed3c4,8.0,8.0,homework-01a,1.0,1.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,229
3dd1639cb9739b7905a8b30bda707388bbc7ab89,1.5,2.5,homework-01a,0.25,0.5,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,230
3e0f59ab0302db48874af6596c64d46155e6bd5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6666666666666665,project-02-eval,50.0,project-02-submissions,231
3e2246b88ee0e578f0cc40a1a570c354aa0baafd,3.0,12.0,homework-01a,3.0,12.0,homework-01b,,,,2.0,6.0,homework-03,2.0,5.0,homework-04,2.0,6.0,homework-05,,,,,,,,,,,,,,232
3e9aa9b304a03a0c005d0e1828787bc98a2cc489,0.0,0.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,233
3ef783f1bb667f523477c4c0cdb274752262ef69,0.0,0.0,homework-01a,,,,0.0,0.0,homework-02,0.0,0.0,homework-03,0.0,0.0,homework-04,0.0,0.0,homework-05,,,,,,,,,,,,,,234
3efffdfc0e37a0a57b3309aca9e89a20e3edf7bc,,,,,,,,,,,,,,,,2.0,5.0,homework-05,,,,,,,,,,,,,,235
3f305b77782bf2c1a730623af7c2ef09639f58bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,project-02-eval,30.0,project-02-submissions,236
3f5aacd46971047a13291c6e954a13a3ed6dc8a9,2.0,20.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237
3f945491d01696567307059363286f0904127af9,1.0,6.0,homework-01a,2.0,6.0,homework-01b,4.0,7.0,homework-02,4.0,4.0,homework-03,,,,2.0,0.5,homework-05,,,,,,,,,,,,,,238
3f9550c33bbff748aeb127bbce5b6500c77db42d,1.5,7.0,homework-01a,0.5,7.0,homework-01b,6.0,2.5,homework-02,3.0,2.0,homework-03,3.0,4.0,homework-04,3.0,4.0,homework-05,10.0,6.0,homework-06,,,0.5,project-01-eval,30.0,project-01-submissions,,,,,239
3fe00b4935952a5e96de9e71b390f1e6fc2dd40a,0.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
3fe306a51e13f4540ddd1120820fbb6a7da73647,0.0,0.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241
3fef3f253925c1ed42299e984a9e8115dae6b98b,2.0,12.0,homework-01a,0.0,0.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,242
400d605d5961a90052f6236fa9d503e7bff772a1,2.0,4.0,homework-01a,1.0,2.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,243
403ca512c83a00b6ef50c8149cff62b7b3f9cc31,1.0,4.5,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
410a0eedc695515f187f646c758066b6c2991391,3.0,8.0,homework-01a,1.0,2.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,245
413762953fbbe3b8bd356feca3d41d48c3ff0ab0,2.0,1.0,homework-01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246
414cf38d05eaf004b936ada7c26b48d6134697ba,1.0,5.0,homework-01a,0.01,2.0,homework-01b,0.5,6.0,homework-02,0.5,5.0,homework-03,1.0,10.0,homework-04,1.0,4.0,homework-05,1.0,5.0,homework-06,,,,,,,,,,,247
41c870ad2182dff6151f628272d37d0acbe5d49a,1.0,6.0,homework-01a,,,,4.0,0.0,homework-02,,,,,,,,,,,,,,,,,,,,,,,248
42031c3675a1410e50892dfbd0b27a89afdd3e28,2.0,3.0,homework-01a,2.0,2.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,249
421bc553ee8e5a4445179300dc727305d4a6ecef,1.0,30.0,homework-01a,0.2,1.0,homework-01b,0.0,0.0,homework-02,0.0,0.0,homework-03,,,,,,,,,,,,,,,,,,,,250
428d880236a9f8cb9efd6a2ad907f42c6053f52f,2.0,6.0,homework-01a,0.0,0.0,homework-01b,0.0,0.0,homework-02,0.0,0.0,homework-03,6.0,0.0,homework-04,0.0,0.0,homework-05,,,,,,,,,,,,,,251
42b5b5240090356c32e86eef48f9b8bc5e976073,8.0,12.0,homework-01a,8.0,12.0,homework-01b,36.0,8.0,homework-02,8.0,6.0,homework-03,10.0,8.0,homework-04,12.0,8.0,homework-05,48.0,24.0,homework-06,8.0,homework-piperider,1.3333333333333333,project-01-eval,48.0,project-01-submissions,,,,,252
42e62b28f7b7ebbda624115a01425c40cf3ac6f9,,,,4.0,2.0,homework-01b,,,,,,,,,,,,,,,,,,,,,,,,,,253
